id	work_id	work	year	source_locator	source_witness_sha256	mathlib_coverage	mathlib_declarations	local_contribution	local_declaration	build_status	receipt	axioms	qa_effect	limitations
NOETH-1923-SATZ-XVI	P24	Eliminationstheorie und allgemeine Idealtheorie	1923	Satz XVI line 14122	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	Polynomial.resultant_map_map; Dedekind and residue-field infrastructure	NONE		dependency_graph_recorded			neutral	Requires an integral model plus denominator and leading-coefficient control; univariate resultant mapping is only an analogy.
NOETH-1923-SATZ-XVII	P24	Eliminationstheorie und allgemeine Idealtheorie	1923	Satz XVII line 14134	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	AlgebraicGeometry.GeometricallyIntegral; arithmetic fiber infrastructure	NONE		dependency_graph_recorded			neutral	The almost-all geometrically integral fibers theorem for a fixed arithmetic model is a major missing result.
NOETH-1924-DEDEKIND-CHARACTERIZATION	P26	Abstrakter Aufbau der Idealtheorie im algebraischen Zahlkörper	1924	characterization line 14214	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	NEW_PACKAGING	IsDedekindDomain; isDedekindDomain_iff; MathematicalCommons.Noether.DedekindTheory1927.artinian_nonzero_quotients_iff_dimensionLEOne	PROMOTED_SUPPORT	MathematicalCommons.Noether.AbstractIdealTheory1924.isDedekindDomain_iff_integrallyClosed_and_artinianQuotients	built_v4.31.0	artifacts/build/MathematicalCommons-Noether-AbstractIdealTheory1924-20260825T0152132754901-698ede81.module.receipt.json	propext; Classical.choice; Quot.sound	neutral	Promoted equivalence is for commutative Noetherian domains and exactly packages the listed ring conditions; “complete ideal theory” beyond those axioms is not asserted.
NOETH-1924-FINITE-ORDER-CONSEQUENCES	P26	Abstrakter Aufbau der Idealtheorie im algebraischen Zahlkörper	1924	finite-order observation line 14214	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	BLOCKED_SOURCE	order and Dedekind-domain vocabulary only	NONE		audit_complete_no_local_code			neutral	The communication promises theorems after dropping integral closure but states no individual theorem or complete hypothesis list.
NOETH-1925-HILBERT-NUMBERS-DEFINITION	P27	Hilbertsche Anzahlen in der Idealtheorie	1925	definition prose line 14225	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	BLOCKED_SOURCE	quotient modules and graded/filtered infrastructure only	NONE		audit_complete_no_local_code			neutral	The counted module, grading or filtration, and coefficient field are not fixed in the notice.
NOETH-1925-HILBERT-FUNCTION-EVENTUAL	P27	Hilbertsche Anzahlen in der Idealtheorie	1925	Hilbert characteristic-function claim line 14225	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	Polynomial.hilbertPoly; Polynomial.coeff_mul_invOneSubPow_eq_hilbertPoly_eval; Polynomial.existsUnique_hilbertPoly	NONE		dependency_graph_recorded			neutral	Pinned polynomial Hilbert-series results do not package the eventual Hilbert function of a homogeneous quotient ideal/module.
NOETH-1925-MACAULAY-GENERATING-FUNCTION	P27	Hilbertsche Anzahlen in der Idealtheorie	1925	Macaulay and Ostrowski attribution line 14225	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	BLOCKED_SOURCE	formal power series infrastructure only	NONE		audit_complete_no_local_code			neutral	The generating function and Ostrowski evaluation are not printed, so the communication alone does not determine a formal statement.
NOETH-1925-PRIMARY-HILBERT-NUMBERS	P27	Hilbertsche Anzahlen in der Idealtheorie	1925	primary-ideal reduction line 14225	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	Ideal.IsPrimary; Ideal.isPrimary_iff; Ideal.isPrime_radical	NONE		dependency_graph_recorded			neutral	The reduction relies on general primary decomposition, which is not available as a pinned end-to-end theorem.
NOETH-1925-RESIDUE-FIELD-CLASSES	P27	Hilbertsche Anzahlen in der Idealtheorie	1925	residue-field class count line 14225	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	BLOCKED_SOURCE	Ideal.ResidueField; localization and quotient-module APIs	NONE		audit_complete_no_local_code			canon_resolved_scope_apparatus	The notice does not choose localization versus maximality. Primary print confirms the adjacent slash as historical colon-ideal notation, not a quotient module.
NOETH-1925-COLON-LAYER-LENGTHS	P27	Hilbertsche Anzahlen in der Idealtheorie	1925	component and composition-length claim line 14225	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	Submodule.colon; Module.length; Module.length_compositionSeries; CompositionSeries.jordan_holder	NONE		dependency_graph_recorded			canon_resolved_scope_apparatus	The mathematical layers are (q:p^i)/(q:p^(i−1)); primary print confirms the slash notation, while identifying localized lengths with irreducible-component counts remains missing.
NOETH-1925-FINITE-ORDER-HILBERT-REPLACEMENT	P27	Hilbertsche Anzahlen in der Idealtheorie	1925	finite-order comparison line 14225	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	BLOCKED_SOURCE	primary and composition-length vocabulary only	NONE		audit_complete_no_local_code			neutral	Comparative conclusion that these numbers replace prime-power expressions is not stated as a quantified theorem.
NOETH-1925-GROUP-ALGEBRA-IDEAL-THEORY	P28	Gruppencharaktere und Idealtheorie	1925	group-algebra interpretation line 14236	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_MODERN_FORM	MonoidAlgebra semisimple-ring instance; IsSemisimpleRepresentation; irreducible_iff_isSimpleModule_asModule	NONE		audit_complete_no_local_code			neutral	Requires a finite group, a field, and invertibility of the group order; ordinary character theory additionally needs a splitting characteristic-zero setting.
NOETH-1925-SEMISIMPLE-DECOMPOSITION	P28	Gruppencharaktere und Idealtheorie	1925	additive decomposition claim line 14236	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_MODERN_FORM	IsSemisimpleModule.exists_linearEquiv_fin_dfinsupp; CompositionSeries.jordan_holder	NONE		dependency_graph_recorded			neutral	Existence and simple-factor uniqueness are ingredients; Noether's exact one-sided-ideal decomposition sentence is not one pinned declaration.
NOETH-1925-SAME-BLOCK-ISOMORPHIC	P28	Gruppencharaktere und Idealtheorie	1925	same-two-sided-component claim line 14236	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_MODERN_FORM	IsIsotypic.isotypicComponents; mem_isotypicComponents_iff; isFullyInvariant_iff_isTwoSided	NONE		dependency_graph_recorded			neutral	Modern reading uses the isotypic components of the regular left module; a source-shaped ideal wrapper remains open.
NOETH-1925-BLOCK-CLASS-BIJECTION	P28	Gruppencharaktere und Idealtheorie	1925	ideal-class cardinality claim line 14236	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	NEW_PACKAGING	OrderIso.setIsotypicComponents; isFullyInvariant_iff_isTwoSided	NONE		formalization_target_identified			neutral	The exact bijection between isomorphism classes of simple one-sided summands and indecomposable two-sided blocks is unbundled but should be packaging.
NOETH-1925-IRREDUCIBLE-REPRESENTATION-BIJECTION	P28	Gruppencharaktere und Idealtheorie	1925	ideal and irreducible representation classes line 14238	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_MODERN_FORM	group-algebra module equivalence; irreducible_iff_isSimpleModule_asModule; isotypicComponents	NONE		dependency_graph_recorded			canon_resolved_scope_apparatus	The quotient-by-isomorphism-class bijection is not bundled; semisimplicity and splitting assumptions must be explicit.
NOETH-1925-CHARACTER-BLOCK-CORRESPONDENCE	P28	Gruppencharaktere und Idealtheorie	1925	block and character correspondence line 14238	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	FDRep.character; FDRep.char_iso; FDRep.char_orthonormal; semisimple block infrastructure	NONE		dependency_graph_recorded			canon_resolved_scope_apparatus	Primary print confirms bare characters; modern scope is irreducible characters over a splitting field, and no packaged primitive-block bijection was found.
NOETH-1925-BLOCK-RANK-MULTIPLICITY	P28	Gruppencharaktere und Idealtheorie	1925	component-count and rank claim line 14238	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	BLOCKED_SOURCE	IsSemisimpleRing.exists_algEquiv_pi_matrix_of_isAlgClosed; IsIsotypic.linearEquiv_fun	NONE		audit_complete_no_local_code			canon_resolved_scope_apparatus	Primary print confirms the character wording; Rang remains undefined, so the split matrix-block multiplicity equality still needs a qualified statement.
HENTZELT-1921-ELIMINATION-PROBLEM	P18	Noether report on Hentzelt's elimination theory	1921	line 11230	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_EXACT	MvPolynomial.zeroLocus; MvPolynomial.mem_zeroLocus_iff; MvPolynomial.zeroLocus_anti_mono	NONE		audit_complete_no_local_code			neutral	Exact semantics of common zeros of an ideal; this does not construct Hentzelt's resultant form.
HENTZELT-1921-GENERIC-LINEAR-COORDINATES	P18	Noether report on Hentzelt's elimination theory	1921	line 11230	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	BLOCKED_SOURCE	MvPolynomial.bind₁; MvPolynomial.eval₂Hom; MvPolynomial.renameEquiv; Matrix.det	NONE		audit_complete_no_local_code			neutral	The report omits the coefficient extension, determinant localization, invertibility hypothesis, and transformed-ideal convention.
HENTZELT-1921-UNIQUE-RESULTANT-FORM	P18	Noether report on Hentzelt's elimination theory	1921	lines 11232–11236	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	ideal membership and polynomial-product vocabulary; P22 staged elimination definitions required	NONE		dependency_graph_recorded			canon_staged_semantics_resolved	Primary print and P22 confirm a staged triangular resultant construction. Normalization, admissible ideals, and exact factor definitions must now be imported from P22 rather than guessed from P18.
HENTZELT-1921-RESULTANT-ZERO-CHARACTERIZATION	P18	Noether report on Hentzelt's elimination theory	1921	line 11238 first sentence	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	MvPolynomial.vanishingIdeal_zeroLocus_eq_radical; P22 staged resultant semantics	NONE		dependency_graph_recorded			canon_staged_semantics_resolved	The later Hentzelt–Noether paper confirms stagewise resultants and zeros; the next formal target is that triangular system, not a single ordinary product hypersurface.
HENTZELT-1921-RESULTANT-DIVISOR-INJECTIVITY	P18	Noether report on Hentzelt's elimination theory	1921	line 11238 second sentence	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	BLOCKED_SOURCE	Ideal order and equality only	NONE		audit_complete_no_local_code			neutral	Historical ideal-divisibility orientation and normalized equality of resultants are unspecified; no pinned injectivity theorem exists.
HENTZELT-1921-CHARACTERISTIC-MULTIPLICITY	P18	Noether report on Hentzelt's elimination theory	1921	line 11240 first sentence	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	BLOCKED_SOURCE	multiplicity and local-length infrastructure only	NONE		audit_complete_no_local_code			neutral	The report does not define characteristic multiplicity or its extraction from the resultant form.
HENTZELT-1921-LINEAR-FORMS-MODULE	P18	Noether report on Hentzelt's elimination theory	1921	line 11240 module clause	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	BLOCKED_SOURCE	MvPolynomial.basisMonomials; module-presentation infrastructure	NONE		audit_complete_no_local_code			neutral	The base ring, finite monomial set, presentation, and precise identification are omitted.
HENTZELT-1921-SUCCESSIVE-NORM-FACTORS	P18	Noether report on Hentzelt's elimination theory	1921	line 11240 norm clause	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	BLOCKED_SOURCE	Algebra.norm; Algebra.norm_eq_matrix_det; associated_norm_prod_smith	NONE		dependency_graph_recorded			neutral	Existing norms are analogies, not Hentzelt's successive Grundmodul norm; the later full paper must fix the construction.
HENTZELT-1921-PRIMARY-FACTOR-DICTIONARY	P18	Noether report on Hentzelt's elimination theory	1921	line 11240 final sentence	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	BLOCKED_SOURCE	Ideal.IsPrimary; Ideal.radical; associatedPrimes; associatedPrimes.eq_singleton_of_isPrimary	NONE		dependency_graph_recorded			neutral	Primary decomposition, complement/bracket notation, and the claimed resultant-factor correspondence are not defined in this extract.
NOETH-1924-SURVEY-FIELD-IRREDUCIBLE-DICTIONARY	P25	Eliminationstheorie und Idealtheorie	1924	line 14162	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_EXACT	Field; Irreducible	NONE		audit_complete_no_local_code			neutral	Exact modern vocabulary; Primfunktion is interpreted as an irreducible polynomial over the fixed coefficient field.
NOETH-1924-SURVEY-UNIVARIATE-FACTOR-POWERS	P25	Eliminationstheorie und Idealtheorie	1924	lines 14164–14168	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_MODERN_FORM	Polynomial unique-factorization-monoid instance; UniqueFactorizationMonoid.iff_exists_prime_factors	NONE		audit_complete_no_local_code			neutral	Existence and uniqueness are covered modulo associates; grouping distinct irreducibles into the source's displayed powers is packaging.
NOETH-1924-SURVEY-UNIVARIATE-ZERO-UNION	P25	Eliminationstheorie und Idealtheorie	1924	line 14168	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	NEW_PACKAGING	Polynomial.mem_aroots'; evaluation map_mul; pow_eq_zero	NONE		formalization_target_identified			neutral	A source-shaped finite-product zero-set union wrapper is absent; the statement needs a common extension field and nonzero factor exponents.
NOETH-1924-SURVEY-ADJOIN-ROOT-FIELD	P25	Eliminationstheorie und Idealtheorie	1924	line 14170	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_EXACT	AdjoinRoot; AdjoinRoot.root; AdjoinRoot.eval₂_root; AdjoinRoot.instField	NONE		audit_complete_no_local_code			neutral	Exact when p is irreducible; the source's reuse of the symbol R for two isomorphic fields is not copied into Lean.
NOETH-1924-SURVEY-ROOT-FIELD-EQUIV	P25	Eliminationstheorie und Idealtheorie	1924	line 14170	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_MODERN_FORM	AdjoinRoot.equiv; AlgEquiv.adjoinSingletonEquivAdjoinRootMinpoly	NONE		audit_complete_no_local_code			neutral	The modern equivalence uses the minimal polynomial and identifies the source polynomial only up to a unit/normalization.
NOETH-1924-SURVEY-SPLITTING-FIELD	P25	Eliminationstheorie und Idealtheorie	1924	line 14172	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_EXACT	Polynomial.SplittingField; Polynomial.SplittingField.splits; Polynomial.SplittingField.adjoin_rootSet; Polynomial.IsSplittingField.algEquiv	NONE		audit_complete_no_local_code			canon_resolved_scope_apparatus	Exact as a splitting-field statement; primary print confirms historical Galois terminology, while modern IsGalois requires separability.
NOETH-1924-SURVEY-QUOTIENT-FINRANK-DEGREE	P25	Eliminationstheorie und Idealtheorie	1924	line 14174	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_EXACT	finrank_quotient_span_eq_natDegree	NONE		audit_complete_no_local_code			neutral	Exact for a nonzero univariate polynomial; it formalizes the number of linearly independent residue classes.
NOETH-1924-SURVEY-ROOT-MULTIPLICITY	P25	Eliminationstheorie und Idealtheorie	1924	line 14174	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_MODERN_FORM	Polynomial.count_roots; Polynomial.rootMultiplicity; polynomial factorization from roots	NONE		audit_complete_no_local_code			neutral	The exact primary-polynomial q=p^ρ wrapper and its comparison with quotient finrank are not one pinned declaration.
NOETH-1924-SURVEY-IDEAL-DEFINITION	P25	Eliminationstheorie und Idealtheorie	1924	line 14176	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_EXACT	Ideal	NONE		audit_complete_no_local_code			neutral	Lean's additive-subgroup and scalar-closure fields supply the source definition, including zero membership omitted from the prose shorthand.
NOETH-1924-SURVEY-IDEAL-ZERO-LOCUS	P25	Eliminationstheorie und Idealtheorie	1924	line 14176	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_EXACT	MvPolynomial.zeroLocus; MvPolynomial.mem_zeroLocus_iff	NONE		audit_complete_no_local_code			neutral	Exact after fixing the coefficient extension and evaluation point type.
NOETH-1924-SURVEY-FINITE-IDEAL-BASIS	P25	Eliminationstheorie und Idealtheorie	1924	line 14176	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_EXACT	MvPolynomial.isNoetherianRing; IsNoetherian.noetherian	NONE		audit_complete_no_local_code			neutral	Exact for finitely many variables over the field P; finite generation follows from the Noetherian instance.
